version	book	chapter	verse	clause_atom	is_shared	is_published	status	keywords	ntext
c	Genesis	25	33	2609	T		!	crossref	[Genesis 25:31 ~90%](Genesis 25:31)
c	Genesis	30	10	3270	T		!	crossref	[Genesis 30:12 ~85%](Genesis 30:12)
c	Genesis	30	12	3274	T		!	crossref	[Genesis 30:7 ~77%](Genesis 30:7) , [10 ~85%](Genesis 30:10)
c	Genesis	36	21	4153	T		!	crossref	[Genesis 36:30 ~75%](Genesis 36:30)
c	Genesis	36	30	4174	T		!	crossref	[Genesis 36:21 ~75%](Genesis 36:21)
c	Genesis	36	22	4155	T		!	crossref	[Chronica_I 1:39 ~90%](Chronica_I 1:39)
c	Chronica_I	1	39	58	T		!	crossref	[Genesis 36:22 ~90%](Genesis 36:22)
c	Genesis	36	33	4181	T		!	crossref	[Chronica_I 1:44 ~100%](Chronica_I 1:44)
c	Chronica_I	1	44	71	T		!	crossref	[Genesis 36:33 ~100%](Genesis 36:33)
c	Genesis	36	34	4183	T		!	crossref	[Chronica_I 1:45 ~100%](Chronica_I 1:45)
c	Chronica_I	1	45	73	T		!	crossref	[Genesis 36:34 ~100%](Genesis 36:34)
c	Genesis	36	35	4185	T		!	crossref	[Chronica_I 1:46 ~100%](Chronica_I 1:46)
c	Chronica_I	1	46	75	T		!	crossref	[Genesis 36:35 ~100%](Genesis 36:35)
c	Genesis	36	36	4189	T		!	crossref	[Chronica_I 1:47 ~100%](Chronica_I 1:47)
c	Chronica_I	1	47	79	T		!	crossref	[Genesis 36:36 ~100%](Genesis 36:36)
c	Genesis	36	37	4191	T		!	crossref	[Chronica_I 1:48 ~100%](Chronica_I 1:48)
c	Chronica_I	1	48	81	T		!	crossref	[Genesis 36:37 ~100%](Genesis 36:37)
c	Genesis	36	38	4193	T		!	crossref	[Chronica_I 1:49 ~100%](Chronica_I 1:49)
c	Chronica_I	1	49	83	T		!	crossref	[Genesis 36:38 ~100%](Genesis 36:38)
c	Genesis	36	39	4195	T		!	crossref	[Chronica_I 1:50 ~84%](Chronica_I 1:50)
c	Chronica_I	1	50	85	T		!	crossref	[Genesis 36:39 ~84%](Genesis 36:39)
c	Genesis	36	41	4201	T		!	crossref	[Chronica_I 1:52 ~100%](Chronica_I 1:52)
c	Chronica_I	1	52	91	T		!	crossref	[Genesis 36:41 ~100%](Genesis 36:41)
c	Genesis	36	42	4202	T		!	crossref	[Chronica_I 1:53 ~100%](Chronica_I 1:53)
c	Chronica_I	1	53	92	T		!	crossref	[Genesis 36:42 ~100%](Genesis 36:42)
c	Genesis	39	15	4600	T		!	crossref	[Genesis 39:18 ~87%](Genesis 39:18)
c	Genesis	39	18	4614	T		!	crossref	[Genesis 39:13 ~79%](Genesis 39:13) , [15 ~87%](Genesis 39:15)
c	Genesis	41	2	4726	T		!	crossref	[Genesis 41:18 ~86%](Genesis 41:18)
c	Genesis	41	18	4783	T		!	crossref	[Genesis 41:2 ~86%](Genesis 41:2)
