version	book	chapter	verse	clause_atom	is_shared	is_published	status	keywords	ntext
2021	Genesis	10	8	859	T		!	crossref	[Chronica_I 1:10 ~100%](Chronica_I 1:10)
2021	Chronica_I	1	10	11	T		!	crossref	[Genesis 10:8 ~100%](Genesis 10:8)
2021	Genesis	10	13	870	T		!	crossref	[Chronica_I 1:11 ~100%](Chronica_I 1:11)
2021	Chronica_I	1	11	14	T		!	crossref	[Genesis 10:13 ~100%](Genesis 10:13)
2021	Genesis	10	14	871	T		!	crossref	[Chronica_I 1:12 ~100%](Chronica_I 1:12)
2021	Chronica_I	1	12	15	T		!	crossref	[Genesis 10:14 ~100%](Genesis 10:14)
2021	Genesis	10	15	874	T		!	crossref	[Chronica_I 1:13 ~100%](Chronica_I 1:13)
2021	Chronica_I	1	13	18	T		!	crossref	[Genesis 10:15 ~100%](Genesis 10:15)
2021	Genesis	10	16	875	T		!	crossref	[Genesis 15:21 ~83%](Genesis 15:21) . [Chronica_I 1:14 ~100%](Chronica_I 1:14)
2021	Genesis	15	21	1317	T		!	crossref	[Genesis 10:16 ~83%](Genesis 10:16) . [Chronica_I 1:14 ~83%](Chronica_I 1:14)
2021	Chronica_I	1	14	19	T		!	crossref	[Genesis 10:16 ~100%](Genesis 10:16) ; [15:21 ~83%](Genesis 15:21)
2021	Genesis	10	17	876	T		!	crossref	[Genesis 15:20 ~76%](Genesis 15:20) . [Chronica_I 1:15 ~100%](Chronica_I 1:15)
2021	Chronica_I	1	15	20	T		!	crossref	[Genesis 10:17 ~100%](Genesis 10:17) ; [15:20 ~76%](Genesis 15:20)
2021	Genesis	10	20	884	T		!	crossref	[Genesis 10:31 ~87%](Genesis 10:31)
2021	Genesis	10	31	902	T		!	crossref	[Genesis 10:20 ~87%](Genesis 10:20)
2021	Genesis	10	24	889	T		!	crossref	[Chronica_I 1:18 ~100%](Chronica_I 1:18)
2021	Chronica_I	1	18	23	T		!	crossref	[Genesis 10:24 ~100%](Genesis 10:24)
2021	Genesis	10	25	891	T		!	crossref	[Chronica_I 1:19 ~100%](Chronica_I 1:19)
2021	Chronica_I	1	19	25	T		!	crossref	[Genesis 10:25 ~100%](Genesis 10:25)
2021	Genesis	10	26	895	T		!	crossref	[Chronica_I 1:20 ~100%](Chronica_I 1:20)
2021	Chronica_I	1	20	29	T		!	crossref	[Genesis 10:26 ~100%](Genesis 10:26)
2021	Genesis	10	27	896	T		!	crossref	[Chronica_I 1:21 ~100%](Chronica_I 1:21) . [Chronica_II 11:9 ~78%](Chronica_II 11:9)
2021	Chronica_I	1	21	30	T		!	crossref	[Genesis 10:27 ~100%](Genesis 10:27) . [Chronica_II 11:9 ~78%](Chronica_II 11:9)
2021	Genesis	10	28	897	T		!	crossref	[Chronica_I 1:22 ~100%](Chronica_I 1:22)
2021	Chronica_I	1	22	31	T		!	crossref	[Genesis 10:28 ~100%](Genesis 10:28)
2021	Genesis	10	29	898	T		!	crossref	[Chronica_I 1:23 ~100%](Chronica_I 1:23)
2021	Chronica_I	1	23	32	T		!	crossref	[Genesis 10:29 ~100%](Genesis 10:29)
2021	Genesis	11	13	955	T		!	crossref	[Genesis 5:4 ~76%](Genesis 5:4) , [7 ~80%](Genesis 5:7) , [16 ~77%](Genesis 5:16) , [19 ~81%](Genesis 5:19) , [26 ~79%](Genesis 5:26) , [30 ~78%](Genesis 5:30) ; [11:15 ~86%](Genesis 11:15) , [17 ~89%](Genesis 11:17) , [19 ~79%](Genesis 11:19) , [21 ~79%](Genesis 11:21)
2021	Genesis	11	13	955	T		!	crossref	[Genesis 11:23 ~76%](Genesis 11:23) , [25 ~76%](Genesis 11:25)
2021	Genesis	11	15	961	T		!	crossref	[Genesis 5:4 ~75%](Genesis 5:4) , [7 ~79%](Genesis 5:7) , [10 ~76%](Genesis 5:10) , [16 ~83%](Genesis 5:16) , [19 ~76%](Genesis 5:19) , [26 ~83%](Genesis 5:26) , [30 ~78%](Genesis 5:30) ; [11:11 ~78%](Genesis 11:11) , [13 ~86%](Genesis 11:13) , [17 ~86%](Genesis 11:17)
2021	Genesis	11	15	961	T		!	crossref	[Genesis 11:19 ~83%](Genesis 11:19) , [21 ~80%](Genesis 11:21) , [23 ~75%](Genesis 11:23) , [25 ~77%](Genesis 11:25)
2021	Genesis	11	17	967	T		!	crossref	[Genesis 5:4 ~75%](Genesis 5:4) , [7 ~77%](Genesis 5:7) , [16 ~79%](Genesis 5:16) , [19 ~79%](Genesis 5:19) , [26 ~79%](Genesis 5:26) , [30 ~76%](Genesis 5:30) ; [11:11 ~75%](Genesis 11:11) , [13 ~89%](Genesis 11:13) , [15 ~86%](Genesis 11:15) , [19 ~78%](Genesis 11:19)
2021	Genesis	11	17	967	T		!	crossref	[Genesis 11:21 ~83%](Genesis 11:21) , [23 ~78%](Genesis 11:23) , [25 ~75%](Genesis 11:25)
2021	Genesis	11	21	979	T		!	crossref	[Genesis 5:4 ~80%](Genesis 5:4) , [7 ~84%](Genesis 5:7) , [10 ~78%](Genesis 5:10) , [13 ~78%](Genesis 5:13) , [16 ~79%](Genesis 5:16) , [19 ~84%](Genesis 5:19) , [30 ~78%](Genesis 5:30) ; [11:11 ~80%](Genesis 11:11) , [13 ~79%](Genesis 11:13) , [15 ~80%](Genesis 11:15)
2021	Genesis	11	21	979	T		!	crossref	[Genesis 11:17 ~83%](Genesis 11:17) , [19 ~88%](Genesis 11:19) , [23 ~78%](Genesis 11:23) , [25 ~84%](Genesis 11:25)
2021	Genesis	11	23	985	T		!	crossref	[Genesis 5:4 ~77%](Genesis 5:4) , [19 ~83%](Genesis 5:19) ; [11:11 ~79%](Genesis 11:11) , [13 ~76%](Genesis 11:13) , [15 ~75%](Genesis 11:15) , [17 ~78%](Genesis 11:17) , [19 ~80%](Genesis 11:19) , [21 ~78%](Genesis 11:21) , [25 ~77%](Genesis 11:25)
2021	Genesis	25	4	2512	T		!	crossref	[Chronica_I 1:33 ~100%](Chronica_I 1:33)
2021	Chronica_I	1	33	50	T		!	crossref	[Genesis 25:4 ~100%](Genesis 25:4)
2021	Genesis	25	31	2602	T		!	crossref	[Genesis 25:33 ~90%](Genesis 25:33)
2021	Genesis	25	33	2608	T		!	crossref	[Genesis 25:31 ~90%](Genesis 25:31)
2021	Genesis	30	10	3269	T		!	crossref	[Genesis 30:12 ~85%](Genesis 30:12)
2021	Genesis	30	12	3273	T		!	crossref	[Genesis 30:7 ~77%](Genesis 30:7) , [10 ~85%](Genesis 30:10)
2021	Genesis	36	21	4153	T		!	crossref	[Genesis 36:30 ~75%](Genesis 36:30)
2021	Genesis	36	30	4174	T		!	crossref	[Genesis 36:21 ~75%](Genesis 36:21)
2021	Genesis	36	22	4155	T		!	crossref	[Chronica_I 1:39 ~90%](Chronica_I 1:39)
2021	Chronica_I	1	39	58	T		!	crossref	[Genesis 36:22 ~90%](Genesis 36:22)
2021	Genesis	36	33	4181	T		!	crossref	[Chronica_I 1:44 ~100%](Chronica_I 1:44)
2021	Chronica_I	1	44	71	T		!	crossref	[Genesis 36:33 ~100%](Genesis 36:33)
2021	Genesis	36	34	4183	T		!	crossref	[Chronica_I 1:45 ~100%](Chronica_I 1:45)
2021	Chronica_I	1	45	73	T		!	crossref	[Genesis 36:34 ~100%](Genesis 36:34)
2021	Genesis	36	35	4185	T		!	crossref	[Chronica_I 1:46 ~100%](Chronica_I 1:46)
2021	Chronica_I	1	46	75	T		!	crossref	[Genesis 36:35 ~100%](Genesis 36:35)
2021	Genesis	36	36	4189	T		!	crossref	[Chronica_I 1:47 ~100%](Chronica_I 1:47)
2021	Chronica_I	1	47	79	T		!	crossref	[Genesis 36:36 ~100%](Genesis 36:36)
2021	Genesis	36	37	4191	T		!	crossref	[Chronica_I 1:48 ~100%](Chronica_I 1:48)
2021	Chronica_I	1	48	81	T		!	crossref	[Genesis 36:37 ~100%](Genesis 36:37)
2021	Genesis	36	38	4193	T		!	crossref	[Chronica_I 1:49 ~100%](Chronica_I 1:49)
2021	Chronica_I	1	49	83	T		!	crossref	[Genesis 36:38 ~100%](Genesis 36:38)
2021	Genesis	36	39	4195	T		!	crossref	[Chronica_I 1:50 ~84%](Chronica_I 1:50)
2021	Chronica_I	1	50	85	T		!	crossref	[Genesis 36:39 ~84%](Genesis 36:39)
2021	Genesis	36	41	4201	T		!	crossref	[Chronica_I 1:52 ~100%](Chronica_I 1:52)
2021	Chronica_I	1	52	91	T		!	crossref	[Genesis 36:41 ~100%](Genesis 36:41)
2021	Genesis	36	42	4202	T		!	crossref	[Chronica_I 1:53 ~100%](Chronica_I 1:53)
2021	Chronica_I	1	53	92	T		!	crossref	[Genesis 36:42 ~100%](Genesis 36:42)
2021	Genesis	39	15	4599	T		!	crossref	[Genesis 39:18 ~87%](Genesis 39:18)
2021	Genesis	39	18	4613	T		!	crossref	[Genesis 39:13 ~79%](Genesis 39:13) , [15 ~87%](Genesis 39:15)
2021	Genesis	41	2	4725	T		!	crossref	[Genesis 41:18 ~86%](Genesis 41:18)
2021	Genesis	41	18	4782	T		!	crossref	[Genesis 41:2 ~86%](Genesis 41:2)
2021	Genesis	41	6	4734	T		!	crossref	[Genesis 41:23 ~92%](Genesis 41:23)
2021	Genesis	41	23	4795	T		!	crossref	[Genesis 41:6 ~92%](Genesis 41:6)
2021	Genesis	42	13	4970	T		!	crossref	[Genesis 42:32 ~78%](Genesis 42:32)
2021	Genesis	42	32	5062	T		!	crossref	[Genesis 42:13 ~78%](Genesis 42:13)
2021	Genesis	43	5	5123	T		!	crossref	[Genesis 43:3 ~76%](Genesis 43:3) ; [44:26 ~75%](Genesis 44:26)
2021	Genesis	44	26	5396	T		!	crossref	[Genesis 43:5 ~75%](Genesis 43:5)
2021	Genesis	46	9	5586	T		!	crossref	[Chronica_I 5:3 ~80%](Chronica_I 5:3)
2021	Chronica_I	5	3	376	T		!	crossref	[Genesis 46:9 ~80%](Genesis 46:9)
2021	Genesis	46	10	5587	T		!	crossref	[Exodus 6:15 ~84%](Exodus 6:15)
2021	Exodus	6	15	619	T		!	crossref	[Genesis 46:10 ~84%](Genesis 46:10)
2021	Genesis	46	11	5588	T		!	crossref	[Numeri 3:17 ~76%](Numeri 3:17) . [Chronica_I 5:27 ~100%](Chronica_I 5:27) ; [6:1 ~94%](Chronica_I 6:1)
2021	Chronica_I	5	27	429	T		!	crossref	[Genesis 46:11 ~100%](Genesis 46:11) . [Numeri 3:17 ~76%](Numeri 3:17) . [Chronica_I 6:1 ~94%](Chronica_I 6:1)
2021	Genesis	46	17	5599	T		!	crossref	[Chronica_I 7:30 ~78%](Chronica_I 7:30)
2021	Chronica_I	7	30	620	T		!	crossref	[Genesis 46:17 ~78%](Genesis 46:17)
2021	Genesis	46	24	5613	T		!	crossref	[Chronica_I 7:13 ~85%](Chronica_I 7:13)
2021	Chronica_I	7	13	574	T		!	crossref	[Genesis 46:24 ~85%](Genesis 46:24)
2021	Genesis	49	30	6018	T		!	crossref	[Genesis 50:13 ~91%](Genesis 50:13)
2021	Genesis	50	13	6080	T		!	crossref	[Genesis 49:30 ~91%](Genesis 49:30)
2021	Genesis	50	25	6130	T		!	crossref	[Exodus 13:19 ~77%](Exodus 13:19)
2021	Exodus	13	19	1485	T		!	crossref	[Genesis 50:25 ~77%](Genesis 50:25)
2021	Exodus	6	10	602	T		!	crossref	[Genesis 8:15 ~76%](Genesis 8:15) . [Exodus 7:8 ~77%](Exodus 7:8) ; [13:1 ~100%](Exodus 13:1) ; [14:1 ~100%](Exodus 14:1) ; [16:11 ~100%](Exodus 16:11) ; [25:1 ~100%](Exodus 25:1) ; [30:11 ~100%](Exodus 30:11) , [17 ~100%](Exodus 30:17) , [22 ~100%](Exodus 30:22) ; [31:1 ~100%](Exodus 31:1)
2021	Exodus	6	10	602	T		!	crossref	[Exodus 31:12 ~86%](Exodus 31:12) ; [40:1 ~100%](Exodus 40:1) . [Leviticus 4:1 ~100%](Leviticus 4:1) ; [5:14 ~100%](Leviticus 5:14) , [20 ~100%](Leviticus 5:20) ; [6:1 ~100%](Leviticus 6:1) , [12 ~100%](Leviticus 6:12) , [17 ~100%](Leviticus 6:17) ; [7:22 ~100%](Leviticus 7:22) , [28 ~100%](Leviticus 7:28)
2021	Exodus	6	10	602	T		!	crossref	[Leviticus 8:1 ~100%](Leviticus 8:1) ; [10:8 ~88%](Leviticus 10:8) ; [11:1 ~82%](Leviticus 11:1) ; [12:1 ~100%](Leviticus 12:1) ; [13:1 ~84%](Leviticus 13:1) ; [14:1 ~100%](Leviticus 14:1) , [33 ~84%](Leviticus 14:33) ; [15:1 ~84%](Leviticus 15:1) ; [17:1 ~100%](Leviticus 17:1) ; [18:1 ~100%](Leviticus 18:1)
2021	Exodus	6	10	602	T		!	crossref	[Leviticus 19:1 ~100%](Leviticus 19:1) ; [20:1 ~100%](Leviticus 20:1) ; [21:16 ~100%](Leviticus 21:16) ; [22:1 ~100%](Leviticus 22:1) , [17 ~100%](Leviticus 22:17) , [26 ~100%](Leviticus 22:26) ; [23:1 ~100%](Leviticus 23:1) , [9 ~100%](Leviticus 23:9) , [23 ~100%](Leviticus 23:23) , [26 ~100%](Leviticus 23:26)
2021	Exodus	6	10	602	T		!	crossref	[Leviticus 23:33 ~100%](Leviticus 23:33) ; [24:1 ~100%](Leviticus 24:1) , [13 ~100%](Leviticus 24:13) ; [25:1 ~81%](Leviticus 25:1) ; [27:1 ~100%](Leviticus 27:1) . [Numeri 1:48 ~100%](Numeri 1:48) ; [2:1 ~84%](Numeri 2:1) ; [3:5 ~100%](Numeri 3:5) , [11 ~100%](Numeri 3:11) , [14 ~77%](Numeri 3:14)
2021	Exodus	6	10	602	T		!	crossref	[Numeri 3:44 ~100%](Numeri 3:44) ; [4:1 ~84%](Numeri 4:1) , [17 ~84%](Numeri 4:17) , [21 ~100%](Numeri 4:21) ; [5:1 ~100%](Numeri 5:1) , [5 ~100%](Numeri 5:5) , [11 ~100%](Numeri 5:11) ; [6:1 ~100%](Numeri 6:1) , [22 ~100%](Numeri 6:22) ; [7:4 ~86%](Numeri 7:4)
2021	Exodus	6	10	602	T		!	crossref	[Numeri 8:1 ~100%](Numeri 8:1) , [5 ~100%](Numeri 8:5) , [23 ~100%](Numeri 8:23) ; [9:9 ~100%](Numeri 9:9) ; [10:1 ~100%](Numeri 10:1) ; [13:1 ~100%](Numeri 13:1) ; [14:26 ~84%](Numeri 14:26) ; [15:1 ~100%](Numeri 15:1) , [17 ~100%](Numeri 15:17) , [37 ~86%](Numeri 15:37)
2021	Exodus	6	10	602	T		!	crossref	[Numeri 16:20 ~84%](Numeri 16:20) , [23 ~100%](Numeri 16:23) ; [17:1 ~100%](Numeri 17:1) , [9 ~100%](Numeri 17:9) , [16 ~100%](Numeri 17:16) ; [18:25 ~100%](Numeri 18:25) ; [19:1 ~84%](Numeri 19:1) ; [20:7 ~100%](Numeri 20:7) ; [25:10 ~100%](Numeri 25:10) , [16 ~100%](Numeri 25:16)
2021	Exodus	6	10	602	T		!	crossref	[Numeri 26:52 ~100%](Numeri 26:52) ; [27:6 ~86%](Numeri 27:6) , [15 ~91%](Numeri 27:15) ; [28:1 ~100%](Numeri 28:1) ; [31:1 ~100%](Numeri 31:1) , [25 ~86%](Numeri 31:25) ; [34:1 ~100%](Numeri 34:1) , [16 ~100%](Numeri 34:16) ; [35:9 ~100%](Numeri 35:9) . [Deuteronomium 2:2 ~76%](Deuteronomium 2:2)
2021	Exodus	6	10	602	T		!	crossref	[Deuteronomium 2:17 ~84%](Deuteronomium 2:17) . [Josua 4:15 ~79%](Josua 4:15) ; [20:1 ~88%](Josua 20:1) . [Samuel_I 15:10 ~81%](Samuel_I 15:10) . [Reges_I 6:11 ~84%](Reges_I 6:11) ; [17:2 ~80%](Reges_I 17:2) , [8 ~80%](Reges_I 17:8) . [Jesaia 38:4 ~86%](Jesaia 38:4) . [Jeremia 1:4 ~80%](Jeremia 1:4) ; [2:1 ~80%](Jeremia 2:1)
2021	Exodus	6	10	602	T		!	crossref	[Jeremia 13:3 ~83%](Jeremia 13:3) , [8 ~80%](Jeremia 13:8) ; [16:1 ~80%](Jeremia 16:1) ; [18:5 ~80%](Jeremia 18:5) ; [24:4 ~80%](Jeremia 24:4) ; [29:30 ~86%](Jeremia 29:30) ; [32:26 ~86%](Jeremia 32:26) ; [33:19 ~86%](Jeremia 33:19) , [23 ~86%](Jeremia 33:23) ; [35:12 ~86%](Jeremia 35:12)
2021	Exodus	6	10	602	T		!	crossref	[Jeremia 37:6 ~76%](Jeremia 37:6) . [Ezechiel 6:1 ~80%](Ezechiel 6:1) ; [7:1 ~80%](Ezechiel 7:1) ; [11:14 ~80%](Ezechiel 11:14) ; [12:1 ~80%](Ezechiel 12:1) , [17 ~80%](Ezechiel 12:17) , [21 ~80%](Ezechiel 12:21) , [26 ~80%](Ezechiel 12:26) ; [13:1 ~80%](Ezechiel 13:1) ; [14:2 ~80%](Ezechiel 14:2)
2021	Exodus	6	10	602	T		!	crossref	[Ezechiel 14:12 ~80%](Ezechiel 14:12) ; [15:1 ~80%](Ezechiel 15:1) ; [16:1 ~80%](Ezechiel 16:1) ; [17:1 ~80%](Ezechiel 17:1) , [11 ~80%](Ezechiel 17:11) ; [18:1 ~80%](Ezechiel 18:1) ; [20:2 ~80%](Ezechiel 20:2) ; [21:1 ~80%](Ezechiel 21:1) , [6 ~80%](Ezechiel 21:6) , [13 ~80%](Ezechiel 21:13)
2021	Exodus	6	10	602	T		!	crossref	[Ezechiel 21:23 ~80%](Ezechiel 21:23) ; [22:1 ~80%](Ezechiel 22:1) , [17 ~80%](Ezechiel 22:17) , [23 ~80%](Ezechiel 22:23) ; [23:1 ~80%](Ezechiel 23:1) ; [24:15 ~80%](Ezechiel 24:15) , [20 ~80%](Ezechiel 24:20) ; [25:1 ~80%](Ezechiel 25:1) ; [27:1 ~80%](Ezechiel 27:1) ; [28:1 ~80%](Ezechiel 28:1)
2021	Exodus	6	10	602	T		!	crossref	[Ezechiel 28:11 ~80%](Ezechiel 28:11) , [20 ~80%](Ezechiel 28:20) ; [30:1 ~80%](Ezechiel 30:1) ; [33:1 ~80%](Ezechiel 33:1) , [23 ~80%](Ezechiel 33:23) ; [34:1 ~80%](Ezechiel 34:1) ; [35:1 ~80%](Ezechiel 35:1) ; [36:16 ~80%](Ezechiel 36:16) ; [37:15 ~80%](Ezechiel 37:15) ; [38:1 ~80%](Ezechiel 38:1)
2021	Exodus	6	10	602	T		!	crossref	[Jona 3:1 ~77%](Jona 3:1) . [Sacharia 4:8 ~80%](Sacharia 4:8) ; [6:9 ~80%](Sacharia 6:9) ; [7:8 ~79%](Sacharia 7:8) . [Chronica_I 21:9 ~75%](Chronica_I 21:9) . [Chronica_II 33:10 ~78%](Chronica_II 33:10)
2021	Exodus	13	1	1419	T		!	crossref	[Genesis 8:15 ~76%](Genesis 8:15) . [Exodus 6:10 ~100%](Exodus 6:10) ; [7:8 ~77%](Exodus 7:8) ; [14:1 ~100%](Exodus 14:1) ; [16:11 ~100%](Exodus 16:11) ; [25:1 ~100%](Exodus 25:1) ; [30:11 ~100%](Exodus 30:11) , [17 ~100%](Exodus 30:17) , [22 ~100%](Exodus 30:22) ; [31:1 ~100%](Exodus 31:1)
2021	Exodus	13	1	1419	T		!	crossref	[Exodus 31:12 ~86%](Exodus 31:12) ; [40:1 ~100%](Exodus 40:1) . [Leviticus 4:1 ~100%](Leviticus 4:1) ; [5:14 ~100%](Leviticus 5:14) , [20 ~100%](Leviticus 5:20) ; [6:1 ~100%](Leviticus 6:1) , [12 ~100%](Leviticus 6:12) , [17 ~100%](Leviticus 6:17) ; [7:22 ~100%](Leviticus 7:22) , [28 ~100%](Leviticus 7:28)
2021	Exodus	13	1	1419	T		!	crossref	[Leviticus 8:1 ~100%](Leviticus 8:1) ; [10:8 ~88%](Leviticus 10:8) ; [11:1 ~82%](Leviticus 11:1) ; [12:1 ~100%](Leviticus 12:1) ; [13:1 ~84%](Leviticus 13:1) ; [14:1 ~100%](Leviticus 14:1) , [33 ~84%](Leviticus 14:33) ; [15:1 ~84%](Leviticus 15:1) ; [17:1 ~100%](Leviticus 17:1) ; [18:1 ~100%](Leviticus 18:1)
2021	Exodus	13	1	1419	T		!	crossref	[Leviticus 19:1 ~100%](Leviticus 19:1) ; [20:1 ~100%](Leviticus 20:1) ; [21:16 ~100%](Leviticus 21:16) ; [22:1 ~100%](Leviticus 22:1) , [17 ~100%](Leviticus 22:17) , [26 ~100%](Leviticus 22:26) ; [23:1 ~100%](Leviticus 23:1) , [9 ~100%](Leviticus 23:9) , [23 ~100%](Leviticus 23:23) , [26 ~100%](Leviticus 23:26)
2021	Exodus	13	1	1419	T		!	crossref	[Leviticus 23:33 ~100%](Leviticus 23:33) ; [24:1 ~100%](Leviticus 24:1) , [13 ~100%](Leviticus 24:13) ; [25:1 ~81%](Leviticus 25:1) ; [27:1 ~100%](Leviticus 27:1) . [Numeri 1:48 ~100%](Numeri 1:48) ; [2:1 ~84%](Numeri 2:1) ; [3:5 ~100%](Numeri 3:5) , [11 ~100%](Numeri 3:11) , [14 ~77%](Numeri 3:14)
2021	Exodus	13	1	1419	T		!	crossref	[Numeri 3:44 ~100%](Numeri 3:44) ; [4:1 ~84%](Numeri 4:1) , [17 ~84%](Numeri 4:17) , [21 ~100%](Numeri 4:21) ; [5:1 ~100%](Numeri 5:1) , [5 ~100%](Numeri 5:5) , [11 ~100%](Numeri 5:11) ; [6:1 ~100%](Numeri 6:1) , [22 ~100%](Numeri 6:22) ; [7:4 ~86%](Numeri 7:4)
2021	Exodus	13	1	1419	T		!	crossref	[Numeri 8:1 ~100%](Numeri 8:1) , [5 ~100%](Numeri 8:5) , [23 ~100%](Numeri 8:23) ; [9:9 ~100%](Numeri 9:9) ; [10:1 ~100%](Numeri 10:1) ; [13:1 ~100%](Numeri 13:1) ; [14:26 ~84%](Numeri 14:26) ; [15:1 ~100%](Numeri 15:1) , [17 ~100%](Numeri 15:17) , [37 ~86%](Numeri 15:37)
2021	Exodus	13	1	1419	T		!	crossref	[Numeri 16:20 ~84%](Numeri 16:20) , [23 ~100%](Numeri 16:23) ; [17:1 ~100%](Numeri 17:1) , [9 ~100%](Numeri 17:9) , [16 ~100%](Numeri 17:16) ; [18:25 ~100%](Numeri 18:25) ; [19:1 ~84%](Numeri 19:1) ; [20:7 ~100%](Numeri 20:7) ; [25:10 ~100%](Numeri 25:10) , [16 ~100%](Numeri 25:16)
2021	Exodus	13	1	1419	T		!	crossref	[Numeri 26:52 ~100%](Numeri 26:52) ; [27:6 ~86%](Numeri 27:6) , [15 ~91%](Numeri 27:15) ; [28:1 ~100%](Numeri 28:1) ; [31:1 ~100%](Numeri 31:1) , [25 ~86%](Numeri 31:25) ; [34:1 ~100%](Numeri 34:1) , [16 ~100%](Numeri 34:16) ; [35:9 ~100%](Numeri 35:9) . [Deuteronomium 2:2 ~76%](Deuteronomium 2:2)
2021	Exodus	13	1	1419	T		!	crossref	[Deuteronomium 2:17 ~84%](Deuteronomium 2:17) . [Josua 4:15 ~79%](Josua 4:15) ; [20:1 ~88%](Josua 20:1) . [Samuel_I 15:10 ~81%](Samuel_I 15:10) . [Reges_I 6:11 ~84%](Reges_I 6:11) ; [17:2 ~80%](Reges_I 17:2) , [8 ~80%](Reges_I 17:8) . [Jesaia 38:4 ~86%](Jesaia 38:4) . [Jeremia 1:4 ~80%](Jeremia 1:4) ; [2:1 ~80%](Jeremia 2:1)
2021	Exodus	13	1	1419	T		!	crossref	[Jeremia 13:3 ~83%](Jeremia 13:3) , [8 ~80%](Jeremia 13:8) ; [16:1 ~80%](Jeremia 16:1) ; [18:5 ~80%](Jeremia 18:5) ; [24:4 ~80%](Jeremia 24:4) ; [29:30 ~86%](Jeremia 29:30) ; [32:26 ~86%](Jeremia 32:26) ; [33:19 ~86%](Jeremia 33:19) , [23 ~86%](Jeremia 33:23) ; [35:12 ~86%](Jeremia 35:12)
2021	Exodus	13	1	1419	T		!	crossref	[Jeremia 37:6 ~76%](Jeremia 37:6) . [Ezechiel 6:1 ~80%](Ezechiel 6:1) ; [7:1 ~80%](Ezechiel 7:1) ; [11:14 ~80%](Ezechiel 11:14) ; [12:1 ~80%](Ezechiel 12:1) , [17 ~80%](Ezechiel 12:17) , [21 ~80%](Ezechiel 12:21) , [26 ~80%](Ezechiel 12:26) ; [13:1 ~80%](Ezechiel 13:1) ; [14:2 ~80%](Ezechiel 14:2)
2021	Exodus	13	1	1419	T		!	crossref	[Ezechiel 14:12 ~80%](Ezechiel 14:12) ; [15:1 ~80%](Ezechiel 15:1) ; [16:1 ~80%](Ezechiel 16:1) ; [17:1 ~80%](Ezechiel 17:1) , [11 ~80%](Ezechiel 17:11) ; [18:1 ~80%](Ezechiel 18:1) ; [20:2 ~80%](Ezechiel 20:2) ; [21:1 ~80%](Ezechiel 21:1) , [6 ~80%](Ezechiel 21:6) , [13 ~80%](Ezechiel 21:13)
